deal_id,title,index_num,amount,date
5076,"뮤지컬 '그여름,동물원' 1차",4429,289810000,2017.11.7
5191,효동아이엔씨,4550,149840000,2017.11.16
5068,천안 주상복합,4420,369840000,2017.11.6
5380,마미버드(Mommy Bird),4739,99990000,2017.11.30
5381,뿌야뿌(Puujapuu),4742,199840000,2017.11.30
5105,트리플에스(Triple-S),4457,82880000,2017.11.9
5332,영흥산업,4683,199840000,2017.11.27
5072,대환대출,4433,4900000,2017.11.7
5133,훌리오(JULIO) 2차,4487,99950000,2017.11.13
5019,탈리(TALLI),4379,190800000,2017.11.1
