deal_id,title,index_num,amount,date
4984,훌리오(JULIO) 1차,4352,99900000,2017.10.30
4996,탄탄병원,4357,294900000,2017.10.31
4823,누디진,4187,126800000,2017.10.16
4794,자출족닷컴,4160,96900000,2017.10.12
4708,강서구 아파트,4138,41900000,2017.10.11
4952,바다쉐어하우스,4312,65800000,2017.10.25
